invoice_no,category,item,quantity,price,location_id,customer_id,invoice_date
101314,Oral Care,Toothpaste,4,12.71,45,90,2022-10-17
101315,Oral Care,Toothpaste,2,2.22,2,703,2021-10-23
101316,Skin Care,Face Wash,3,97.73,34,789,2021-10-18
101317,Skin Care,Moisturizer,4,70.56,49,969,2021-07-13
101318,Skin Care,Sunscreen,3,93.64,52,687,2020-02-13
101319,Body Care and Hygiene,Deodorant,3,17.2,46,271,2020-10-24
101320,Hair Care,Conditioner,2,8.1,31,505,2021-09-08
101321,Skin Care,Lip Balm,1,93.17,17,232,2023-02-03
101322,Oral Care,Toothpaste,3,17.16,37,533,2021-05-12
101323,Oral Care,Mouthwash,4,6.7,50,147,2023-03-01
101324,Body Care and Hygiene,Deodorant,2,25.4,1,2,2023-06-18
101325,Oral Care,Toothpaste,2,18.57,54,131,2023-12-17
101326,Skin Care,Moisturizer,3,70.54,37,335,2024-11-11
101327,Skin Care,Lip Balm,2,90.32,11,281,2020-03-06
101328,Oral Care,Mouthwash,2,17.05,27,904,2020-01-19
101329,Body Care and Hygiene,Body Lotion,1,7.31,8,958,2020-01-04
101330,Oral Care,Mouthwash,1,8.32,31,497,2020-10-28
101331,Hair Care,Shampoo,1,12.72,32,465,2020-12-27
101332,Skin Care,Face Wash,3,35.99,42,285,2023-08-11
101333,Skin Care,Lip Balm,2,41.19,55,330,2020-08-18
101334,Hair Care,Shampoo,1,8.89,44,57,2024-08-07
101335,Hair Care,Shampoo,4,30.29,58,612,2022-08-05
101336,Hair Care,Hair Oil,1,36.16,9,385,2021-10-05
101337,Skin Care,Sunscreen,2,27.35,48,544,2021-02-15
101338,Skin Care,Face Wash,2,69.79,48,607,2024-02-29
101339,Hair Care,Hair Oil,3,46.46,19,461,2024-07-02
101340,Hair Care,Hair Oil,1,43.51,16,638,2020-01-07
101341,Oral Care,Toothpaste,4,8.95,41,948,2021-01-21
101342,Oral Care,Toothpaste,4,15.89,8,206,2022-02-19
101343,Skin Care,Lip Balm,2,60.74,2,445,2023-11-11
101344,Body Care and Hygiene,Deodorant,2,3.72,6,782,2025-01-28
101345,Hair Care,Hair Oil,1,38.38,41,348,2023-07-16
101346,Hair Care,Shampoo,3,29.63,22,421,2021-06-14
101347,Skin Care,Moisturizer,3,49.54,14,122,2020-10-09
101348,Hair Care,Conditioner,1,33.2,59,352,2025-02-04
101349,Skin Care,Moisturizer,4,49.09,29,312,2023-03-12
101350,Oral Care,Mouthwash,2,13.89,22,589,2024-09-26
101351,Skin Care,Face Wash,3,60.2,15,526,2022-01-25
101352,Oral Care,Toothpaste,2,10.34,21,428,2022-10-04
101353,Skin Care,Sunscreen,3,37.06,4,705,2021-10-16
101354,Skin Care,Moisturizer,4,91.68,56,319,2023-02-18
101355,Body Care and Hygiene,Deodorant,1,3.61,36,32,2023-07-01
101356,Body Care and Hygiene,Hand Sanitizer,2,21.93,40,703,2020-01-14
101357,Skin Care,Sunscreen,4,51.65,44,97,2024-09-06
101358,Hair Care,Conditioner,3,13.78,20,345,2022-03-28
101359,Body Care and Hygiene,Deodorant,3,14.64,5,24,2020-03-12
101360,Oral Care,Mouthwash,4,11.39,42,923,2022-11-22
101361,Hair Care,Hair Oil,1,7.92,38,505,2023-04-15
101362,Oral Care,Toothpaste,2,14.41,14,574,2020-10-04
101363,Body Care and Hygiene,Hand Sanitizer,2,17.52,60,52,2021-01-07
101364,Hair Care,Shampoo,4,6.13,9,131,2023-03-03
101365,Body Care and Hygiene,Body Lotion,1,29.46,39,814,2020-03-08
101366,Oral Care,Mouthwash,1,4.86,26,312,2020-07-31
101367,Oral Care,Mouthwash,3,13.95,60,28,2020-03-16
101368,Hair Care,Shampoo,4,29.0,29,73,2020-03-09
101369,Body Care and Hygiene,Deodorant,4,22.11,47,965,2024-09-27
101370,Hair Care,Conditioner,1,13.61,1,463,2023-03-16
101371,Hair Care,Shampoo,3,35.77,26,475,2024-09-18
101372,Hair Care,Hair Oil,4,49.5,13,537,2021-06-28
101373,Skin Care,Lip Balm,3,44.76,52,937,2024-09-15
101374,Body Care and Hygiene,Deodorant,1,15.65,56,615,2021-01-04
101375,Skin Care,Face Wash,4,23.85,13,990,2022-07-07
101376,Hair Care,Hair Oil,4,21.85,24,838,2021-06-16
101377,Hair Care,Hair Oil,4,20.61,32,286,2020-01-14
101378,Body Care and Hygiene,Hand Sanitizer,2,28.42,48,472,2020-02-10
101379,Skin Care,Sunscreen,1,52.26,10,500,2020-08-30
101380,Body Care and Hygiene,Hand Sanitizer,3,27.43,53,210,2020-11-20
101381,Body Care and Hygiene,Deodorant,2,26.73,28,635,2022-03-31
101382,Body Care and Hygiene,Body Lotion,4,29.98,12,206,2022-09-27
101383,Skin Care,Moisturizer,1,37.0,10,574,2020-03-09
101384,Skin Care,Moisturizer,1,97.9,39,493,2024-08-12
101385,Hair Care,Conditioner,3,24.39,47,460,2024-01-07
101386,Body Care and Hygiene,Hand Sanitizer,2,9.83,21,302,2022-08-26
101387,Skin Care,Face Wash,2,84.24,24,947,2022-07-31
101388,Body Care and Hygiene,Deodorant,1,9.54,41,795,2021-05-20
101389,Hair Care,Shampoo,4,30.95,46,489,2021-12-30
101390,Oral Care,Toothpaste,2,2.77,21,590,2024-07-02
101391,Oral Care,Mouthwash,4,3.59,6,423,2025-02-08
101392,Oral Care,Mouthwash,1,2.1,4,134,2024-04-03
101393,Skin Care,Sunscreen,4,98.52,33,378,2021-04-05
101394,Skin Care,Lip Balm,4,89.64,38,367,2024-01-30
101395,Body Care and Hygiene,Deodorant,3,28.43,12,838,2024-12-22
101396,Hair Care,Hair Oil,2,6.93,21,431,2020-12-13
101397,Skin Care,Sunscreen,2,57.95,27,746,2024-01-02
101398,Body Care and Hygiene,Deodorant,2,19.25,25,356,2020-07-21
101399,Skin Care,Moisturizer,2,72.64,21,858,2022-06-01
101400,Oral Care,Toothpaste,2,2.12,46,146,2020-01-07
101401,Hair Care,Conditioner,4,39.28,2,979,2024-04-15
101402,Body Care and Hygiene,Deodorant,1,29.83,58,174,2020-10-22
101403,Body Care and Hygiene,Deodorant,3,15.17,2,474,2020-11-27
101404,Hair Care,Conditioner,4,16.1,43,964,2023-10-30
101405,Hair Care,Shampoo,4,31.92,2,610,2023-03-09
101406,Skin Care,Lip Balm,4,55.54,50,696,2021-05-06
101407,Skin Care,Moisturizer,3,23.01,5,154,2022-03-15
101408,Body Care and Hygiene,Body Lotion,3,24.91,31,318,2024-01-19
101409,Hair Care,Conditioner,2,30.48,15,979,2020-12-03
101410,Oral Care,Mouthwash,4,8.48,58,872,2024-09-06
101411,Hair Care,Conditioner,4,44.25,55,540,2024-07-25
101412,Body Care and Hygiene,Deodorant,3,7.68,4,913,2023-04-09
101413,Oral Care,Toothpaste,3,17.93,42,423,2024-01-05
101414,Skin Care,Lip Balm,1,23.19,4,53,2024-12-06
101415,Body Care and Hygiene,Hand Sanitizer,4,6.04,54,328,2022-11-23
101416,Skin Care,Lip Balm,4,37.11,44,975,2020-02-12
101417,Skin Care,Lip Balm,2,14.41,59,226,2021-03-13
101418,Body Care and Hygiene,Body Lotion,2,15.49,50,202,2020-08-03
101419,Hair Care,Shampoo,2,21.82,33,389,2021-06-03
101420,Skin Care,Face Wash,3,97.86,31,18,2023-05-23
101421,Hair Care,Conditioner,4,49.83,18,761,2020-04-06
101422,Skin Care,Face Wash,3,67.62,13,707,2021-10-18
101423,Hair Care,Shampoo,3,38.92,47,612,2022-01-08
101424,Skin Care,Moisturizer,2,91.96,36,950,2022-07-08
101425,Body Care and Hygiene,Deodorant,4,7.68,28,669,2020-10-15
101426,Body Care and Hygiene,Hand Sanitizer,4,23.74,58,334,2023-03-24
101427,Hair Care,Shampoo,3,18.71,37,201,2020-12-05
101428,Skin Care,Lip Balm,4,65.55,26,320,2023-09-25
101429,Oral Care,Toothpaste,4,13.75,31,656,2023-02-22
101430,Hair Care,Conditioner,1,15.87,59,154,2024-04-10
101431,Oral Care,Toothpaste,1,9.32,6,554,2021-07-26
101432,Skin Care,Sunscreen,4,50.56,15,192,2024-03-23
101433,Hair Care,Conditioner,2,8.88,29,203,2023-03-14
101434,Oral Care,Toothpaste,2,10.5,33,240,2020-11-02
101435,Body Care and Hygiene,Hand Sanitizer,2,11.46,14,862,2020-10-30
101436,Body Care and Hygiene,Hand Sanitizer,1,3.39,42,359,2020-08-13
101437,Skin Care,Lip Balm,3,51.57,19,622,2021-06-07
101438,Body Care and Hygiene,Hand Sanitizer,1,27.47,51,202,2022-01-26
101439,Skin Care,Lip Balm,3,93.87,37,922,2024-03-28
101440,Hair Care,Hair Oil,3,35.43,41,885,2024-04-30
101441,Oral Care,Toothpaste,3,5.39,4,648,2020-06-01
101442,Body Care and Hygiene,Deodorant,4,10.02,42,19,2024-04-30
101443,Skin Care,Face Wash,3,19.29,52,808,2020-11-11
101444,Skin Care,Moisturizer,1,14.72,49,670,2021-05-22
101445,Skin Care,Sunscreen,1,93.89,36,91,2023-11-01
101446,Hair Care,Hair Oil,2,9.11,23,36,2024-04-01
101447,Skin Care,Sunscreen,4,17.24,12,600,2020-06-10
101448,Hair Care,Shampoo,3,45.36,17,450,2023-08-05
101449,Oral Care,Mouthwash,3,10.56,48,501,2023-08-09
101450,Body Care and Hygiene,Hand Sanitizer,3,21.35,31,173,2023-06-15
101451,Oral Care,Toothpaste,2,2.96,30,563,2023-02-21
101452,Skin Care,Face Wash,1,71.18,10,914,2021-07-31
101453,Skin Care,Face Wash,3,81.15,9,152,2024-02-16
101454,Hair Care,Conditioner,1,7.87,52,385,2024-02-08
101455,Skin Care,Lip Balm,2,77.77,11,130,2020-03-15
101456,Hair Care,Conditioner,2,27.62,38,689,2023-02-22
101457,Skin Care,Sunscreen,3,10.9,10,104,2021-05-07
101458,Oral Care,Mouthwash,2,12.75,57,506,2023-11-27
101459,Oral Care,Toothpaste,4,4.43,51,882,2023-10-21
101460,Skin Care,Moisturizer,3,77.17,23,465,2021-02-22
101461,Skin Care,Lip Balm,3,95.24,53,370,2021-04-01
101462,Oral Care,Mouthwash,4,2.27,31,779,2024-02-17
101463,Body Care and Hygiene,Hand Sanitizer,1,26.0,60,462,2022-04-28
101464,Skin Care,Sunscreen,4,38.92,41,407,2022-07-07
101465,Skin Care,Sunscreen,2,79.56,19,165,2021-04-12
101466,Body Care and Hygiene,Hand Sanitizer,2,20.48,10,809,2020-08-20
101467,Hair Care,Conditioner,3,31.61,53,413,2023-09-26
101468,Oral Care,Toothpaste,2,7.42,14,691,2022-12-05
101469,Skin Care,Face Wash,1,74.88,48,211,2022-09-08
101470,Skin Care,Sunscreen,4,27.09,38,450,2023-10-11
101471,Skin Care,Lip Balm,2,34.65,22,328,2022-11-02
101472,Body Care and Hygiene,Body Lotion,1,7.41,18,492,2023-01-03
101473,Hair Care,Hair Oil,4,40.55,10,670,2022-11-25
101474,Body Care and Hygiene,Hand Sanitizer,2,15.69,45,343,2023-02-19
101475,Oral Care,Toothpaste,3,4.24,45,532,2022-06-23
101476,Body Care and Hygiene,Deodorant,1,14.46,45,895,2023-06-19
101477,Skin Care,Lip Balm,1,51.89,12,671,2022-03-14
101478,Skin Care,Lip Balm,4,97.12,40,795,2020-09-17
101479,Hair Care,Hair Oil,1,36.52,1,821,2022-03-29
101480,Oral Care,Toothpaste,1,8.21,53,147,2023-04-06
101481,Skin Care,Sunscreen,3,92.54,14,302,2023-03-15
101482,Skin Care,Face Wash,3,57.35,30,377,2023-04-16
101483,Hair Care,Shampoo,4,47.76,9,944,2025-01-12
101484,Hair Care,Conditioner,3,44.23,10,882,2023-08-29
101485,Hair Care,Shampoo,4,6.7,54,594,2023-04-16
101486,Body Care and Hygiene,Deodorant,3,6.09,56,251,2021-03-26
101487,Skin Care,Face Wash,3,33.06,18,126,2021-07-11
101488,Body Care and Hygiene,Hand Sanitizer,2,8.65,23,684,2023-12-26
101489,Skin Care,Face Wash,1,72.48,18,348,2021-09-05
101490,Body Care and Hygiene,Hand Sanitizer,4,4.32,46,460,2022-09-15
101491,Oral Care,Toothpaste,4,13.2,30,756,2023-08-24
101492,Hair Care,Hair Oil,2,23.59,51,154,2020-12-13
101493,Skin Care,Lip Balm,2,78.03,59,596,2021-08-26
101494,Skin Care,Moisturizer,1,96.6,41,298,2020-01-15
101495,Skin Care,Face Wash,1,58.87,36,653,2021-03-06
101496,Skin Care,Sunscreen,2,30.23,51,420,2022-03-27
101497,Hair Care,Conditioner,4,30.6,32,642,2020-11-19
101498,Skin Care,Sunscreen,3,55.08,52,629,2022-07-02
101499,Hair Care,Hair Oil,4,34.57,36,861,2024-12-20
101500,Hair Care,Hair Oil,1,27.47,29,186,2020-02-11
101501,Skin Care,Sunscreen,1,47.07,8,958,2023-02-18
101502,Skin Care,Moisturizer,2,10.54,26,614,2023-11-14
101503,Hair Care,Shampoo,3,13.32,23,386,2024-10-28
101504,Skin Care,Moisturizer,1,54.43,20,285,2024-12-28
101505,Skin Care,Moisturizer,2,54.0,27,431,2024-08-18
101506,Oral Care,Toothpaste,3,4.38,4,251,2023-09-03
101507,Oral Care,Mouthwash,4,5.79,18,632,2020-03-10
101508,Hair Care,Shampoo,2,30.45,55,605,2023-08-11
101509,Oral Care,Toothpaste,1,2.02,53,341,2024-07-21
101510,Skin Care,Sunscreen,2,93.13,53,69,2022-02-18
101511,Oral Care,Mouthwash,2,17.91,22,280,2023-04-17
101512,Skin Care,Moisturizer,1,55.18,1,933,2021-06-10
101513,Body Care and Hygiene,Deodorant,2,23.15,41,330,2020-05-15
101514,Oral Care,Toothpaste,1,13.17,46,518,2023-05-08
101515,Skin Care,Sunscreen,2,51.1,51,700,2020-05-31
101516,Oral Care,Mouthwash,4,10.77,28,772,2023-06-16
101517,Skin Care,Lip Balm,2,57.07,3,1000,2021-06-18
101518,Body Care and Hygiene,Body Lotion,4,18.66,11,496,2024-08-04
101519,Skin Care,Face Wash,3,57.7,53,419,2020-12-17
101520,Oral Care,Toothpaste,4,7.4,40,171,2022-04-14
101521,Skin Care,Sunscreen,4,39.43,48,107,2024-03-20
101522,Oral Care,Toothpaste,3,18.6,39,47,2024-09-21
101523,Oral Care,Mouthwash,4,8.11,45,880,2020-04-06
101524,Hair Care,Hair Oil,2,48.59,25,541,2021-09-24
101525,Skin Care,Lip Balm,2,59.39,25,837,2023-12-20
101526,Oral Care,Mouthwash,3,13.77,2,228,2021-09-13
101527,Oral Care,Mouthwash,3,8.06,22,228,2022-09-30
101528,Body Care and Hygiene,Body Lotion,1,17.85,11,309,2024-10-31
101529,Hair Care,Shampoo,4,8.14,45,822,2024-02-17
101530,Skin Care,Moisturizer,1,30.58,23,442,2024-03-22
101531,Body Care and Hygiene,Deodorant,3,13.42,3,511,2023-07-06
101532,Hair Care,Shampoo,4,48.94,30,230,2021-03-29
101533,Skin Care,Moisturizer,4,88.33,51,593,2024-06-18
101534,Skin Care,Sunscreen,4,10.77,23,516,2022-08-03
101535,Hair Care,Hair Oil,4,34.52,60,993,2021-12-20
101536,Hair Care,Hair Oil,3,21.25,29,145,2022-01-18
101537,Oral Care,Mouthwash,4,17.76,20,981,2025-01-27
101538,Oral Care,Toothpaste,3,7.88,34,129,2023-03-31
101539,Hair Care,Hair Oil,4,35.48,40,513,2021-06-08
101540,Skin Care,Face Wash,4,69.51,44,28,2024-05-16
101541,Hair Care,Hair Oil,2,30.73,28,305,2022-04-19
101542,Skin Care,Moisturizer,4,12.7,18,210,2023-01-12
101543,Hair Care,Hair Oil,4,46.46,44,313,2024-03-04
101544,Oral Care,Mouthwash,3,3.84,53,134,2021-03-06
101545,Skin Care,Moisturizer,4,12.01,20,435,2024-08-15
101546,Oral Care,Toothpaste,4,2.17,4,330,2024-01-22
101547,Hair Care,Hair Oil,1,21.67,15,844,2024-02-21
101548,Oral Care,Toothpaste,2,11.02,55,348,2025-01-08
101549,Skin Care,Moisturizer,4,45.03,15,370,2024-06-19
101550,Hair Care,Shampoo,3,17.11,36,774,2021-05-22
101551,Hair Care,Hair Oil,2,14.97,59,296,2021-01-20
101552,Skin Care,Lip Balm,2,10.57,22,606,2020-10-11
101553,Oral Care,Toothpaste,1,13.87,1,929,2023-09-10
101554,Skin Care,Face Wash,2,14.99,46,334,2022-02-26
101555,Skin Care,Lip Balm,1,45.94,1,591,2020-05-25
101556,Hair Care,Conditioner,2,40.77,3,450,2021-06-11
101557,Hair Care,Shampoo,3,43.3,54,467,2022-04-06
101558,Skin Care,Moisturizer,3,58.16,8,203,2021-09-19
101559,Hair Care,Shampoo,3,12.76,24,657,2021-08-01
101560,Body Care and Hygiene,Body Lotion,1,7.61,7,235,2024-03-30
101561,Skin Care,Lip Balm,3,42.77,29,625,2024-12-20
101562,Skin Care,Face Wash,1,10.64,20,743,2021-02-04
101563,Body Care and Hygiene,Deodorant,1,11.22,13,788,2024-11-04
101564,Hair Care,Conditioner,1,43.66,20,885,2024-11-07
101565,Skin Care,Lip Balm,4,78.12,34,305,2022-06-18
101566,Skin Care,Sunscreen,2,67.41,42,74,2022-03-08
101567,Body Care and Hygiene,Hand Sanitizer,2,9.49,6,978,2021-11-21
101568,Hair Care,Hair Oil,4,30.73,33,510,2022-04-04
101569,Body Care and Hygiene,Body Lotion,2,3.82,40,225,2023-05-04
101570,Body Care and Hygiene,Body Lotion,4,8.88,54,421,2020-03-16
101571,Oral Care,Toothpaste,1,15.86,35,459,2021-08-13
101572,Skin Care,Sunscreen,2,88.96,6,462,2023-03-27
101573,Oral Care,Toothpaste,4,16.06,38,137,2023-12-23
101574,Oral Care,Toothpaste,1,17.3,8,544,2020-07-27
101575,Oral Care,Toothpaste,1,3.85,40,83,2020-06-13
101576,Hair Care,Shampoo,2,34.77,24,177,2023-12-30
101577,Body Care and Hygiene,Body Lotion,4,15.44,7,883,2024-04-28
101578,Oral Care,Mouthwash,1,6.03,50,366,2023-05-31
101579,Body Care and Hygiene,Body Lotion,4,24.78,42,113,2021-01-21
101580,Skin Care,Face Wash,1,28.75,10,37,2024-08-21
101581,Body Care and Hygiene,Body Lotion,2,20.78,12,671,2021-06-02
101582,Body Care and Hygiene,Deodorant,4,29.41,50,108,2020-09-25
101583,Body Care and Hygiene,Hand Sanitizer,3,12.84,7,864,2023-01-25
101584,Body Care and Hygiene,Deodorant,3,25.2,47,420,2022-01-01
101585,Oral Care,Mouthwash,2,5.54,46,487,2023-01-02
101586,Body Care and Hygiene,Body Lotion,2,25.65,7,487,2022-06-12
101587,Oral Care,Mouthwash,3,18.51,50,17,2023-06-21
101588,Oral Care,Toothpaste,2,6.02,60,403,2024-01-31
101589,Hair Care,Hair Oil,4,6.91,5,430,2024-07-17
101590,Hair Care,Conditioner,3,35.33,15,699,2024-02-22
101591,Hair Care,Shampoo,4,38.84,23,55,2023-02-10
101592,Body Care and Hygiene,Body Lotion,4,28.48,28,55,2023-12-17
101593,Hair Care,Conditioner,1,27.24,50,901,2020-03-31
101594,Hair Care,Conditioner,2,31.67,30,600,2023-06-27
101595,Oral Care,Mouthwash,2,13.97,42,571,2020-02-14
101596,Body Care and Hygiene,Hand Sanitizer,4,18.96,55,621,2022-12-20
101597,Skin Care,Face Wash,1,37.0,46,146,2021-03-15
101598,Skin Care,Sunscreen,1,88.11,41,435,2022-05-17
101599,Oral Care,Mouthwash,4,13.03,13,372,2023-03-18
101600,Skin Care,Sunscreen,4,94.78,31,612,2023-10-11
101601,Skin Care,Face Wash,4,23.19,27,228,2022-07-30
101602,Skin Care,Moisturizer,2,15.09,22,376,2022-11-15
101603,Body Care and Hygiene,Hand Sanitizer,2,21.6,33,894,2020-04-04
101604,Oral Care,Toothpaste,1,14.56,52,1,2023-08-08
101605,Skin Care,Sunscreen,2,16.78,34,429,2023-04-27
101606,Hair Care,Conditioner,4,37.47,32,969,2023-10-01
101607,Skin Care,Moisturizer,1,92.52,43,645,2024-02-11
101608,Hair Care,Conditioner,2,11.35,59,163,2021-05-24
101609,Body Care and Hygiene,Body Lotion,3,24.11,6,173,2023-11-09
101610,Skin Care,Sunscreen,4,63.65,27,124,2024-12-11
101611,Oral Care,Toothpaste,3,8.4,43,687,2022-11-09
101612,Hair Care,Conditioner,2,24.64,55,589,2024-12-06
101613,Skin Care,Face Wash,3,39.87,17,227,2022-06-29
101614,Body Care and Hygiene,Hand Sanitizer,1,27.43,42,214,2020-11-14
101615,Body Care and Hygiene,Hand Sanitizer,1,20.34,50,696,2022-10-04
101616,Skin Care,Sunscreen,1,56.88,52,161,2021-11-04
101617,Skin Care,Face Wash,3,10.47,9,898,2022-04-09
101618,Skin Care,Moisturizer,1,23.22,40,635,2024-05-06
101619,Hair Care,Conditioner,3,5.83,16,799,2024-11-06
101620,Hair Care,Hair Oil,2,10.2,36,931,2024-12-23
101621,Body Care and Hygiene,Body Lotion,3,19.85,1,847,2020-04-18
101622,Skin Care,Sunscreen,1,60.29,12,85,2024-08-19
101623,Skin Care,Face Wash,1,13.18,18,119,2023-02-28
101624,Oral Care,Toothpaste,1,13.27,57,896,2020-02-28
101625,Hair Care,Shampoo,2,7.91,55,67,2021-03-10
101626,Oral Care,Mouthwash,4,12.75,7,228,2021-03-18
101627,Body Care and Hygiene,Deodorant,4,6.55,54,890,2022-04-12
101628,Body Care and Hygiene,Body Lotion,4,16.07,36,479,2020-11-13
101629,Body Care and Hygiene,Hand Sanitizer,1,29.55,44,934,2021-06-02
101630,Skin Care,Moisturizer,2,66.56,18,98,2021-09-25
101631,Skin Care,Face Wash,1,73.43,29,331,2024-06-09
101632,Body Care and Hygiene,Body Lotion,2,17.47,47,109,2021-04-06
101633,Oral Care,Toothpaste,4,13.6,8,431,2024-10-24
101634,Body Care and Hygiene,Deodorant,4,4.46,27,624,2022-07-28
101635,Hair Care,Conditioner,4,5.96,16,801,2023-03-27
101636,Oral Care,Toothpaste,3,11.71,60,81,2022-10-03
101637,Skin Care,Lip Balm,3,60.28,50,161,2022-11-19
101638,Hair Care,Hair Oil,2,35.1,17,44,2021-05-09
101639,Hair Care,Hair Oil,4,26.17,44,208,2021-05-10
101640,Hair Care,Hair Oil,2,49.04,19,989,2024-09-12
101641,Skin Care,Sunscreen,3,34.58,30,505,2023-06-06
101642,Skin Care,Face Wash,4,31.03,36,117,2020-03-15
101643,Skin Care,Face Wash,2,86.69,48,296,2023-08-23
101644,Oral Care,Toothpaste,4,7.19,30,968,2024-12-06
101645,Skin Care,Face Wash,1,89.55,16,479,2022-01-10
101646,Hair Care,Hair Oil,4,31.47,18,529,2022-08-30
101647,Body Care and Hygiene,Hand Sanitizer,3,24.78,19,931,2021-06-14
101648,Hair Care,Conditioner,3,20.29,25,1000,2023-01-02
101649,Skin Care,Moisturizer,1,79.92,18,875,2021-03-13
101650,Skin Care,Moisturizer,3,91.47,13,167,2024-07-15
101651,Oral Care,Toothpaste,3,13.98,52,260,2021-03-29
101652,Body Care and Hygiene,Hand Sanitizer,2,7.95,20,252,2023-09-27
101653,Hair Care,Shampoo,3,6.48,17,162,2021-04-01
101654,Oral Care,Toothpaste,2,7.01,33,504,2024-05-14
101655,Body Care and Hygiene,Hand Sanitizer,1,11.14,27,835,2024-02-12
101656,Oral Care,Mouthwash,1,14.17,36,931,2024-12-30
101657,Oral Care,Mouthwash,4,2.83,15,635,2023-01-03
101658,Oral Care,Mouthwash,1,4.35,27,817,2021-10-21
101659,Hair Care,Hair Oil,2,26.81,1,84,2023-02-12
101660,Oral Care,Toothpaste,2,6.84,16,109,2024-09-02
101661,Body Care and Hygiene,Deodorant,3,27.9,8,627,2022-08-14
101662,Body Care and Hygiene,Body Lotion,1,21.65,41,803,2021-03-29
101663,Skin Care,Face Wash,3,27.28,18,681,2025-02-02
101664,Skin Care,Face Wash,2,14.98,47,547,2024-02-18
101665,Skin Care,Face Wash,3,55.92,35,355,2022-12-19
101666,Hair Care,Conditioner,4,20.13,48,371,2021-02-13
101667,Skin Care,Face Wash,2,26.52,29,593,2020-06-08
101668,Body Care and Hygiene,Body Lotion,1,3.88,27,955,2025-02-11
101669,Oral Care,Toothpaste,2,12.65,19,846,2023-03-01
101670,Body Care and Hygiene,Hand Sanitizer,3,28.83,6,224,2020-01-23
101671,Hair Care,Hair Oil,3,49.99,6,785,2020-04-30
101672,Body Care and Hygiene,Hand Sanitizer,1,18.39,37,254,2020-10-21
101673,Skin Care,Lip Balm,4,41.46,33,699,2021-08-26
101674,Body Care and Hygiene,Hand Sanitizer,3,14.54,34,98,2023-10-20
101675,Body Care and Hygiene,Hand Sanitizer,1,16.18,5,744,2021-07-17
101676,Skin Care,Sunscreen,3,89.6,58,855,2020-12-03
101677,Oral Care,Toothpaste,3,17.31,49,997,2021-07-10
101678,Hair Care,Shampoo,3,49.62,48,595,2020-11-10
101679,Skin Care,Moisturizer,3,43.68,48,951,2023-01-25
101680,Hair Care,Shampoo,3,37.48,31,628,2022-11-12
101681,Hair Care,Shampoo,4,26.78,33,983,2024-08-21
101682,Skin Care,Sunscreen,1,63.73,24,990,2020-01-29
101683,Body Care and Hygiene,Hand Sanitizer,1,9.13,27,210,2024-06-15
101684,Body Care and Hygiene,Deodorant,1,9.42,31,540,2023-09-28
101685,Hair Care,Hair Oil,1,8.13,48,360,2024-08-07
101686,Skin Care,Lip Balm,4,45.78,4,840,2022-05-03
101687,Oral Care,Mouthwash,4,14.76,29,527,2021-10-16
101688,Hair Care,Shampoo,2,17.51,18,397,2021-04-21
101689,Oral Care,Toothpaste,4,15.06,15,665,2024-12-27
101690,Oral Care,Toothpaste,4,11.91,31,767,2020-11-03
101691,Body Care and Hygiene,Hand Sanitizer,3,11.84,52,781,2020-04-27
101692,Skin Care,Moisturizer,1,89.88,40,539,2023-02-13
101693,Oral Care,Toothpaste,3,4.53,6,159,2022-07-23
101694,Hair Care,Conditioner,3,27.73,40,336,2020-11-12
101695,Body Care and Hygiene,Hand Sanitizer,2,21.46,30,162,2021-11-05
101696,Skin Care,Moisturizer,3,30.93,33,185,2020-06-12
101697,Skin Care,Sunscreen,2,72.99,54,702,2023-10-23
101698,Skin Care,Lip Balm,3,14.61,55,89,2025-02-14
101699,Body Care and Hygiene,Deodorant,2,9.13,36,162,2024-04-25
101700,Skin Care,Lip Balm,1,50.38,38,945,2025-01-17
101701,Body Care and Hygiene,Deodorant,4,19.42,41,325,2021-11-24
101702,Skin Care,Lip Balm,4,25.02,30,828,2024-08-12
101703,Body Care and Hygiene,Body Lotion,1,27.17,27,6,2020-12-14
101704,Skin Care,Sunscreen,1,78.1,56,914,2020-08-14
101705,Body Care and Hygiene,Body Lotion,4,19.08,6,743,2025-01-26
101706,Skin Care,Face Wash,4,49.28,7,543,2020-07-18
101707,Hair Care,Hair Oil,1,19.92,10,523,2023-01-26
101708,Hair Care,Conditioner,3,31.91,49,265,2023-09-13
101709,Skin Care,Sunscreen,2,63.9,53,939,2020-06-30
101710,Skin Care,Face Wash,2,80.78,28,595,2020-10-29
