invoice_no,category,quantity,price,shopping_mall,invoice_date
101387,Jewelry,3,301.85,Bloor-Yorkville,2021-03-08
101388,Home Decor,2,417.35,Bayshore Shopping Centre,2022-01-20
101389,Accessories,3,445.17,SouthPark,2021-10-14
101390,Footwear,2,161.05,Aventura Mall,2021-11-04
101391,Groceries,3,148.74,The Americana at Brand,2020-01-15
101392,Clothing,1,137.58,Town Center at Boca Raton,2024-07-26
101393,Toys,2,19.88,Bluewater Shopping Centre,2024-03-21
101394,Groceries,2,38.08,SouthPark,2020-04-07
101395,Groceries,2,253.14,Mall of America,2022-04-05
101396,Groceries,2,123.18,Palisades Center,2022-04-30
101397,Groceries,2,408.59,The Dubai Mall,2024-08-28
101398,Groceries,3,400.1,The Mall at Millenia,2021-08-23
101399,Toys,1,486.78,The Grove,2023-01-30
101400,Books,3,46.87,Westfield Century City,2020-11-18
101401,Groceries,2,392.51,Aventura Mall,2020-03-14
101402,Jewelry,3,38.33,Dolphin Mall,2025-01-08
101403,Toys,2,394.02,The Americana at Brand,2024-12-25
101404,Groceries,3,222.02,Fashion Show Mall,2024-06-25
101405,Toys,4,101.54,The Americana at Brand,2020-12-11
101406,Toys,1,137.17,Dolphin Mall,2022-02-09
101407,Jewelry,2,16.85,International Plaza and Bay Street,2021-12-18
101408,Beauty Products,1,168.24,The Gardens Mall,2024-05-11
101409,Books,4,272.61,Perimeter Mall,2021-06-08
101410,Footwear,2,232.26,Westfield Annapolis,2022-09-22
101411,Toys,3,287.86,The Mall at Millenia,2024-05-23
101412,Accessories,4,324.21,Bellevue Square,2021-10-26
101413,Electronics,2,242.12,The Mall in Columbia,2020-12-08
101414,Footwear,1,238.16,Oakbrook Center,2021-02-19
101415,Electronics,1,486.38,The Oracle,2024-11-18
101416,Home Decor,2,381.79,Mall of America,2023-12-31
101417,Books,4,423.25,Brookfield Place,2020-11-29
101418,Beauty Products,1,453.46,Stanford Shopping Center,2020-08-27
101419,Groceries,4,143.65,Westfield San Francisco Centre,2022-10-11
101420,Electronics,1,240.99,Westfield Century City,2021-02-21
101421,Jewelry,3,342.03,The Mall in Columbia,2024-03-01
101422,Footwear,4,108.59,Bloor-Yorkville,2021-08-09
101423,Books,3,160.11,Bayshore Shopping Centre,2021-08-27
101424,Jewelry,1,173.48,The Oracle,2024-11-28
101425,Beauty Products,3,489.61,The Florida Mall,2022-03-06
101426,Clothing,4,402.73,The Dubai Mall,2021-12-21
101427,Accessories,2,123.28,Westfield Annapolis,2024-07-28
101428,Jewelry,2,363.87,Lenox Square,2023-01-07
101429,Books,4,19.07,The Grove,2024-12-25
101430,Clothing,2,325.09,Fashion Show Mall,2020-03-29
101431,Books,2,138.9,The Shops at La Cantera,2024-12-05
101432,Home Decor,2,187.06,Metrocentre,2022-02-09
101433,Clothing,2,222.83,The Grove,2020-10-22
101434,Beauty Products,1,375.32,The Dubai Mall,2020-11-29
101435,Home Decor,2,180.54,Perimeter Mall,2020-09-01
101436,Accessories,1,373.11,The Mall at Short Hills,2024-10-23
101437,Electronics,2,113.17,The Mall at Millenia,2020-04-23
101438,Books,4,286.55,The Oracle,2024-01-06
101439,Jewelry,3,186.37,Santa Monica Place,2023-04-10
101440,Home Decor,2,466.03,Metrocentre,2022-04-20
101441,Footwear,4,408.09,The Summit,2022-08-07
101442,Beauty Products,1,177.91,The Grove,2022-04-12
101443,Beauty Products,2,186.87,Fashion Show Mall,2024-09-14
101444,Clothing,1,215.8,Palisades Center,2024-06-29
101445,Clothing,4,167.13,The Mall in Columbia,2021-03-12
101446,Jewelry,3,454.86,The Florida Mall,2024-09-09
101447,Beauty Products,2,18.96,The Summit,2024-08-25
101448,Groceries,2,450.64,Bayshore Shopping Centre,2024-12-23
101449,Books,2,455.03,Bayshore Shopping Centre,2023-04-19
101450,Footwear,1,150.11,Bayshore Shopping Centre,2022-04-24
101451,Groceries,1,18.2,Trafford Centre,2021-03-26
101452,Beauty Products,2,333.33,Roosevelt Field,2020-09-07
101453,Clothing,4,93.33,Dolphin Mall,2021-06-21
101454,Electronics,2,324.9,The Grove,2023-03-23
101455,Books,1,222.07,King of Prussia Mall,2024-07-04
101456,Home Decor,4,7.8,Meadowhall,2020-05-16
101457,Toys,3,499.3,Scottsdale Fashion Square,2023-02-17
101458,Toys,1,305.56,The Mall at Short Hills,2023-01-19
101459,Beauty Products,1,63.97,Bluewater Shopping Centre,2021-12-28
101460,Home Decor,3,125.65,Park Meadows,2020-11-20
101461,Clothing,4,291.22,Westfield San Francisco Centre,2023-03-12
101462,Toys,2,234.54,The Galleria at Fort Lauderdale,2023-07-20
101463,Home Decor,4,349.25,Meadowhall,2023-12-01
101464,Accessories,2,333.45,Fashion Show Mall,2021-02-15
101465,Toys,2,149.85,The Domain,2022-01-02
101466,Beauty Products,2,298.22,The Shops at Columbus Circle,2024-12-09
101467,Groceries,4,386.41,The Galleria at Fort Lauderdale,2022-11-04
101468,Home Decor,4,299.23,Roosevelt Field,2022-11-17
101469,Home Decor,3,262.79,Cherry Creek Shopping Center,2020-02-16
101470,Electronics,4,292.97,CambridgeSide,2020-02-01
101471,Accessories,2,123.95,West Edmonton Mall,2021-12-03
101472,Clothing,2,7.83,The Mall in Columbia,2020-12-21
101473,Home Decor,2,145.15,The Mall in Columbia,2021-11-17
101474,Groceries,2,92.35,Oakbrook Center,2020-03-14
101475,Beauty Products,4,187.46,South Coast Plaza,2020-04-30
101476,Toys,4,163.17,Bullring & Grand Central,2020-02-16
101477,Electronics,3,429.9,The Galleria,2022-02-17
101478,Toys,1,359.28,Stanford Shopping Center,2023-04-16
101479,Books,2,457.23,Bayshore Shopping Centre,2021-10-11
101480,Books,3,259.37,The Americana at Brand,2025-01-03
101481,Electronics,4,67.51,The Americana at Brand,2021-07-17
101482,Clothing,4,405.73,Tysons Corner Center,2021-01-15
101483,Home Decor,1,186.62,Trafford Centre,2022-05-30
101484,Footwear,4,324.42,Lakeside Shopping Centre,2020-04-12
101485,Electronics,1,319.41,Stonebriar Centre,2020-01-01
101486,Accessories,4,18.96,Trafford Centre,2023-08-10
101487,Accessories,1,363.75,The Gardens Mall,2021-09-11
101488,Accessories,1,211.12,Pheasant Lane Mall,2023-07-16
101489,Groceries,2,312.17,Cherry Creek Shopping Center,2020-12-19
101490,Books,2,417.06,Bluewater Shopping Centre,2021-12-16
101491,Jewelry,1,493.36,Westfield Century City,2023-05-06
101492,Jewelry,2,109.95,Park Meadows,2022-04-16
101493,Groceries,4,263.94,Westfield San Francisco Centre,2022-10-18
101494,Electronics,2,11.06,The Streets at Southpoint,2023-05-28
101495,Beauty Products,3,463.52,Palisades Center,2021-11-01
101496,Electronics,1,291.32,Bayshore Shopping Centre,2022-02-16
101497,Beauty Products,1,329.99,The Gardens Mall,2024-04-06
101498,Electronics,4,109.91,NorthPark Center,2024-03-20
101499,Clothing,4,216.56,Town Center at Boca Raton,2022-06-17
101500,Jewelry,1,498.05,Bluewater Shopping Centre,2022-05-20
101501,Footwear,3,440.34,The Galleria at Fort Lauderdale,2022-03-19
101502,Beauty Products,1,94.45,Santa Monica Place,2021-06-24
101503,Toys,2,408.25,Westfield Stratford City,2022-02-12
101504,Clothing,1,29.78,The Summit,2022-10-26
101505,Home Decor,1,19.32,Westfield Stratford City,2024-04-19
101506,Home Decor,3,28.92,The Dubai Mall,2021-06-21
101507,Clothing,2,117.32,Town Center at Boca Raton,2021-08-12
101508,Home Decor,3,26.5,Yorkdale Shopping Centre,2023-09-11
101509,Books,4,165.94,The Galleria,2023-01-21
101510,Beauty Products,2,35.54,Roosevelt Field,2024-10-08
101511,Toys,4,295.87,Westfield Century City,2024-05-26
101512,Toys,1,160.6,The Shops at La Cantera,2022-10-20
101513,Toys,3,82.95,Cherry Creek Shopping Center,2021-01-29
101514,Home Decor,3,30.39,NorthPark Center,2022-09-21
101515,Groceries,3,102.98,Lenox Square,2021-03-19
101516,Footwear,2,103.87,Yorkdale Shopping Centre,2023-06-26
101517,Footwear,4,9.03,The Mall at Millenia,2020-09-04
101518,Toys,2,53.82,Palisades Center,2024-11-02
101519,Home Decor,4,7.38,The Gardens Mall,2021-08-21
101520,Electronics,4,277.19,Meadowhall,2024-10-09
101521,Home Decor,4,380.26,Mall of America,2022-03-18
101522,Jewelry,4,83.19,The Mall at Short Hills,2022-11-29
101523,Groceries,2,340.85,Yorkdale Shopping Centre,2021-07-17
101524,Footwear,3,374.39,The Mall in Columbia,2024-07-11
101525,Accessories,2,385.6,Westfield Annapolis,2020-08-09
101526,Beauty Products,1,448.23,Palisades Center,2023-07-20
101527,Groceries,2,219.39,Westfield San Francisco Centre,2023-11-16
101528,Footwear,3,352.1,Westfield London,2023-07-31
101529,Beauty Products,4,359.77,Dolphin Mall,2023-04-26
101530,Books,3,202.67,Pheasant Lane Mall,2020-11-07
101531,Accessories,2,410.18,Westfield San Francisco Centre,2023-11-21
101532,Books,2,241.46,The Gardens Mall,2024-06-02
101533,Beauty Products,1,118.6,Lakeside Shopping Centre,2024-07-07
101534,Beauty Products,3,347.5,Town Center at Boca Raton,2020-02-21
101535,Electronics,1,240.82,The Galleria at Fort Lauderdale,2022-05-17
101536,Electronics,1,202.4,Yorkdale Shopping Centre,2020-09-14
101537,Jewelry,2,50.33,The Shops at Columbus Circle,2023-11-02
101538,Groceries,4,227.91,Town Center at Boca Raton,2024-10-03
101539,Footwear,1,156.18,Trafford Centre,2022-02-15
101540,Books,1,137.09,The Grove,2020-07-24
101541,Jewelry,2,61.54,Westfield Century City,2021-11-14
101542,Home Decor,1,346.08,Bayshore Shopping Centre,2021-08-10
101543,Jewelry,2,499.2,The Trafford Centre,2020-03-08
101544,Footwear,2,198.19,The Mall in Columbia,2021-06-20
101545,Toys,4,39.46,Westfield San Francisco Centre,2024-09-08
101546,Beauty Products,3,36.01,The Oracle,2025-02-05
101547,Electronics,2,25.27,The Grove,2024-01-29
101548,Jewelry,1,432.2,Arndale Centre,2024-06-07
101549,Jewelry,4,183.54,Lakeside Shopping Centre,2023-10-14
101550,Accessories,1,394.35,The Mall in Columbia,2021-02-04
101551,Groceries,1,418.61,Meadowhall,2022-06-15
101552,Accessories,4,400.67,Dolphin Mall,2024-09-05
101553,Beauty Products,2,57.13,The Americana at Brand,2023-05-06
101554,Clothing,3,50.39,Town Center at Boca Raton,2023-04-22
101555,Footwear,1,376.08,King of Prussia Mall,2022-05-26
101556,Clothing,1,282.78,Bullring & Grand Central,2020-09-04
101557,Footwear,1,83.32,The Galleria at Fort Lauderdale,2022-11-06
101558,Toys,3,36.37,Westfield Stratford City,2020-05-05
101559,Beauty Products,2,434.66,Scottsdale Fashion Square,2025-01-07
101560,Jewelry,3,385.34,Lenox Square,2025-01-16
101561,Groceries,2,455.32,NorthPark Center,2022-09-29
101562,Clothing,2,375.65,Park Meadows,2022-05-19
101563,Groceries,4,349.21,Bullring & Grand Central,2024-08-26
101564,Home Decor,3,229.58,Bayshore Shopping Centre,2022-08-08
101565,Groceries,3,144.54,Palisades Center,2024-09-25
101566,Groceries,4,226.57,Lenox Square,2023-06-22
101567,Clothing,3,387.41,Westfield London,2024-11-06
101568,Toys,1,66.92,The Florida Mall,2021-09-30
101569,Jewelry,3,161.2,Westfield Stratford City,2020-05-24
101570,Accessories,3,31.26,The Shops at La Cantera,2023-01-25
101571,Groceries,3,11.18,Town Center at Boca Raton,2024-01-05
101572,Toys,1,477.06,Brookfield Place,2022-09-14
101573,Toys,2,21.87,The Summit,2023-06-04
101574,Electronics,3,322.97,The Trafford Centre,2023-03-11
101575,Home Decor,2,398.65,The Oracle,2023-01-25
101576,Clothing,3,440.24,CambridgeSide,2020-06-10
101577,Jewelry,4,277.32,Westfield Stratford City,2021-12-16
101578,Jewelry,4,52.53,The Mall at Millenia,2024-07-19
101579,Home Decor,3,201.32,King of Prussia Mall,2022-07-12
101580,Jewelry,4,292.86,Meadowhall,2024-06-19
101581,Home Decor,3,19.74,Stonebriar Centre,2022-12-22
101582,Footwear,1,215.19,Aventura Mall,2023-01-06
101583,Jewelry,1,423.47,Dolphin Mall,2023-05-21
101584,Groceries,2,169.15,The Summit,2020-12-24
101585,Home Decor,4,272.74,Lakeside Shopping Centre,2024-06-06
101586,Toys,1,354.37,Easton Town Center,2024-08-06
101587,Jewelry,4,189.78,Tysons Corner Center,2022-02-05
101588,Clothing,2,209.37,The Florida Mall,2020-11-11
101589,Footwear,4,229.08,Palisades Center,2020-01-24
101590,Beauty Products,2,442.23,Tysons Corner Center,2021-04-05
101591,Accessories,3,499.82,Westfield San Francisco Centre,2021-12-09
101592,Toys,1,243.41,Westfield Stratford City,2020-03-07
101593,Beauty Products,2,92.99,Scottsdale Fashion Square,2020-10-29
101594,Toys,4,16.41,Park Meadows,2024-07-07
101595,Electronics,4,404.89,The Oracle,2021-04-27
101596,Books,3,39.01,Lenox Square,2023-09-14
101597,Home Decor,3,323.14,The Shops at Columbus Circle,2024-05-07
101598,Home Decor,1,178.49,The Americana at Brand,2020-09-27
101599,Footwear,1,187.55,The Shops at La Cantera,2024-05-04
101600,Electronics,1,10.51,Fashion Show Mall,2024-12-27
101601,Electronics,1,444.48,Brookfield Place,2024-04-20
101602,Books,2,410.15,Bloor-Yorkville,2022-10-30
101603,Electronics,4,26.19,Roosevelt Field,2020-03-14
101604,Footwear,4,35.11,Palisades Center,2020-09-30
101605,Accessories,4,301.51,King of Prussia Mall,2020-07-07
101606,Home Decor,2,53.19,The Summit,2020-12-24
101607,Clothing,4,278.46,The Gardens Mall,2022-03-11
101608,Groceries,3,335.1,The Streets at Southpoint,2020-08-22
101609,Clothing,1,340.27,Park Meadows,2024-09-20
101610,Electronics,4,77.33,The Domain,2020-08-24
101611,Accessories,4,57.81,The Grove,2023-06-12
101612,Beauty Products,1,113.38,Dolphin Mall,2024-07-25
101613,Books,2,93.46,The Americana at Brand,2021-09-02
101614,Accessories,2,80.27,Westfield London,2020-04-16
101615,Toys,3,454.04,The Galleria at Fort Lauderdale,2021-01-12
101616,Electronics,3,52.65,NorthPark Center,2024-02-06
101617,Home Decor,2,72.35,Pheasant Lane Mall,2021-02-25
101618,Electronics,2,460.4,Santa Monica Place,2024-05-23
101619,Groceries,2,476.24,Bluewater Shopping Centre,2021-12-10
101620,Clothing,1,43.06,Park Meadows,2021-09-15
101621,Books,3,210.86,Bluewater Shopping Centre,2022-05-20
101622,Accessories,1,465.09,The Mall at Millenia,2024-09-17
101623,Beauty Products,2,311.11,Bellevue Square,2020-12-20
101624,Books,4,467.43,Bloor-Yorkville,2024-11-02
101625,Accessories,1,24.83,Pheasant Lane Mall,2020-04-11
101626,Accessories,4,200.53,The Mall at Millenia,2022-01-04
101627,Clothing,1,253.2,Trafford Centre,2020-10-18
101628,Groceries,1,317.8,The Trafford Centre,2024-10-13
101629,Toys,2,211.99,The Summit,2022-05-27
101630,Toys,4,368.76,Westfield Stratford City,2024-04-04
101631,Clothing,1,264.97,Palisades Center,2022-04-11
101632,Clothing,4,51.17,Scottsdale Fashion Square,2021-11-30
101633,Books,2,275.32,NorthPark Center,2022-12-08
101634,Beauty Products,3,200.31,Westfield Stratford City,2022-03-04
101635,Clothing,4,328.13,The Gardens Mall,2020-10-18
101636,Toys,2,31.09,Westfield London,2024-10-10
101637,Jewelry,2,92.48,Bellevue Square,2021-06-02
101638,Jewelry,2,186.43,Bloor-Yorkville,2022-08-20
101639,Home Decor,1,232.76,International Plaza and Bay Street,2022-01-17
101640,Accessories,2,367.56,Roosevelt Field,2020-08-27
101641,Jewelry,1,100.26,The Mall in Columbia,2020-06-30
101642,Toys,3,449.85,Trafford Centre,2022-03-21
101643,Groceries,3,52.55,The Shops at Columbus Circle,2020-12-16
101644,Toys,3,424.63,Brookfield Place,2022-03-19
101645,Footwear,3,189.67,Bullring & Grand Central,2021-06-16
101646,Clothing,2,8.04,The Mall at Short Hills,2024-09-03
101647,Beauty Products,2,293.32,The Galleria at Fort Lauderdale,2021-06-15
101648,Accessories,2,488.14,Santa Monica Place,2021-09-23
101649,Beauty Products,4,56.0,Brookfield Place,2024-04-19
101650,Electronics,1,262.63,Brookfield Place,2021-07-08
101651,Electronics,3,382.82,Bayshore Shopping Centre,2023-04-17
101652,Beauty Products,3,149.31,Bullring & Grand Central,2020-11-26
101653,Books,3,307.35,Yorkdale Shopping Centre,2024-05-12
101654,Beauty Products,4,457.13,Meadowhall,2023-01-28
101655,Electronics,1,303.14,Bayshore Shopping Centre,2022-08-30
101656,Electronics,1,306.56,The Florida Mall,2021-12-20
101657,Home Decor,1,411.07,NorthPark Center,2022-06-10
101658,Home Decor,1,344.77,SouthPark,2022-04-23
101659,Accessories,3,213.55,The Domain,2023-06-23
101660,Home Decor,1,15.22,Palisades Center,2020-11-23
101661,Groceries,3,325.1,Trafford Centre,2021-03-28
101662,Footwear,3,29.7,Santa Monica Place,2020-11-27
101663,Clothing,1,446.44,The Americana at Brand,2023-12-26
101664,Beauty Products,1,259.21,Cherry Creek Shopping Center,2022-09-03
101665,Clothing,1,429.54,Aventura Mall,2021-08-28
101666,Beauty Products,4,304.77,Perimeter Mall,2023-06-09
101667,Home Decor,4,366.29,The Galleria at Fort Lauderdale,2024-02-13
101668,Footwear,1,137.68,Westfield Annapolis,2024-06-22
101669,Home Decor,1,431.06,The Shops at Columbus Circle,2020-01-07
101670,Clothing,3,19.47,The Mall at Short Hills,2025-01-17
101671,Home Decor,4,200.69,Westfield London,2022-10-15
101672,Footwear,2,6.9,The Mall in Columbia,2024-02-20
101673,Jewelry,3,427.8,Westfield Century City,2024-01-27
101674,Books,3,435.07,Fashion Show Mall,2022-11-20
101675,Accessories,1,47.89,The Galleria,2024-12-29
101676,Electronics,3,402.79,The Mall at Short Hills,2022-10-01
101677,Books,1,469.71,Bluewater Shopping Centre,2023-05-20
101678,Beauty Products,4,230.55,Bluewater Shopping Centre,2020-10-12
101679,Books,2,110.56,Metrocentre,2024-07-27
101680,Footwear,4,126.81,The Domain,2022-03-23
101681,Electronics,2,352.11,The Americana at Brand,2020-01-09
101682,Books,1,303.01,International Plaza and Bay Street,2020-03-11
101683,Electronics,3,56.98,Yorkdale Shopping Centre,2022-07-05
101684,Jewelry,2,116.91,The Dubai Mall,2021-08-28
101685,Beauty Products,2,435.15,Stanford Shopping Center,2024-08-29
101686,Electronics,1,449.72,Scottsdale Fashion Square,2022-01-02
101687,Toys,4,253.11,The Americana at Brand,2024-01-30
101688,Toys,3,457.99,The Mall in Columbia,2023-04-14
101689,Beauty Products,3,37.95,Cherry Creek Shopping Center,2020-10-08
101690,Footwear,4,262.19,Meadowhall,2025-01-01
101691,Groceries,1,71.86,South Coast Plaza,2024-04-17
101692,Groceries,2,299.04,South Coast Plaza,2024-12-26
101693,Books,3,363.68,Fashion Show Mall,2023-10-29
101694,Books,3,197.61,West Edmonton Mall,2020-10-06
101695,Accessories,4,404.47,The Florida Mall,2023-03-29
101696,Groceries,2,461.28,The Mall in Columbia,2024-05-06
101697,Electronics,1,355.77,King of Prussia Mall,2020-06-11
101698,Beauty Products,3,58.91,The Shops at La Cantera,2021-08-13
101699,Clothing,2,63.88,Brookfield Place,2023-01-24
101700,Footwear,4,263.5,Stanford Shopping Center,2024-05-11
101701,Jewelry,1,408.49,Stonebriar Centre,2020-01-21
101702,Beauty Products,4,21.11,Bellevue Square,2020-03-21
101703,Jewelry,1,23.05,The Streets at Southpoint,2021-05-23
101704,Electronics,1,153.67,Yorkdale Shopping Centre,2023-02-19
101705,Toys,3,198.07,SouthPark,2023-12-09
101706,Books,1,48.7,Easton Town Center,2020-12-27
101707,Accessories,4,176.62,Santa Monica Place,2022-04-18
101708,Electronics,1,282.35,Westfield Century City,2023-03-03
101709,Electronics,4,417.98,The Summit,2020-03-15
101710,Beauty Products,4,294.95,Fashion Show Mall,2020-04-15
101711,Clothing,4,395.04,Metrocentre,2023-11-02
101712,Jewelry,2,172.86,King of Prussia Mall,2022-12-25
101713,Books,3,451.17,The Mall at Millenia,2022-07-28
101714,Books,3,497.38,Pheasant Lane Mall,2021-10-19
101715,Jewelry,4,491.27,Bloor-Yorkville,2024-05-25
101716,Jewelry,4,39.69,The Dubai Mall,2023-05-22
101717,Books,1,151.76,The Mall at Short Hills,2022-09-13
101718,Accessories,1,163.52,The Florida Mall,2022-03-07
101719,Clothing,4,108.13,The Trafford Centre,2021-07-15
101720,Electronics,2,42.29,Metrocentre,2024-03-23
101721,Toys,4,325.82,Perimeter Mall,2024-01-18
101722,Jewelry,2,29.2,The Mall in Columbia,2022-03-16
101723,Electronics,1,453.57,The Mall at Short Hills,2024-12-31
101724,Books,3,198.37,SouthPark,2022-04-18
101725,Groceries,2,152.65,Stonebriar Centre,2023-06-06
101726,Footwear,3,349.2,Santa Monica Place,2024-04-16
101727,Groceries,3,258.94,Park Meadows,2021-08-02
101728,Clothing,4,98.38,The Gardens Mall,2020-07-26
101729,Footwear,1,405.07,Tysons Corner Center,2021-06-12
101730,Groceries,4,111.49,Roosevelt Field,2021-01-14
101731,Electronics,4,250.83,Lenox Square,2022-12-23
101732,Accessories,1,68.17,Roosevelt Field,2024-09-18
101733,Clothing,3,226.68,The Summit,2020-06-09
101734,Beauty Products,3,260.53,The Domain,2020-02-29
